,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
460,2021-10-28T00:00:00.000Z,152.57,153.165,149.72,149.82,100077888,149.092392527,149.6738303821,146.3073540613,146.4050747092,100077888,0.0,1.0
461,2021-10-29T00:00:00.000Z,149.8,149.94,146.4128,147.215,124953168,146.3855305797,146.5223394867,143.0755367934,143.859451831,124953168,0.0,1.0
462,2021-11-01T00:00:00.000Z,148.96,149.7,147.8,148.985,73396551,145.5646771372,146.2878099317,144.4311176213,145.5891072991,73396551,0.0,1.0
463,2021-11-02T00:00:00.000Z,150.02,151.57,148.65,148.66,68922374,146.6005160051,148.1151860478,145.2617431286,145.2715151934,68922374,0.0,1.0
464,2021-11-03T00:00:00.000Z,151.49,151.97,149.82,150.39,54511534,148.0370095295,148.5060686395,146.4050747092,146.9620824024,54511534,0.0,1.0
465,2021-11-04T00:00:00.000Z,150.96,152.43,150.64,151.58,60394616,147.5190900955,148.9555836199,147.2063840222,148.1249581126,60394616,0.0,1.0
466,2021-11-05T00:00:00.000Z,151.28,152.2,150.06,151.89,65463883,148.0467815942,148.9471189757,146.8528559362,148.6437444233,65463883,0.22,1.0
467,2021-11-08T00:00:00.000Z,150.44,151.57,150.16,151.41,55020868,147.2247344199,148.3305835949,146.9507186951,148.1740031808,55020868,0.0,1.0
468,2021-11-09T00:00:00.000Z,150.81,151.428,150.0601,150.2,56573449,147.5868266276,148.1916184773,146.852953799,146.9898637986,56573449,0.0,1.0
469,2021-11-10T00:00:00.000Z,147.92,150.13,147.85,150.02,65187092,144.7585928968,146.9213598674,144.6900889656,146.8137108327,65187092,0.0,1.0
470,2021-11-11T00:00:00.000Z,147.87,149.43,147.681,148.96,40999950,144.7096615173,146.2363205554,144.5247009031,145.7763655888,40999950,0.0,1.0
471,2021-11-12T00:00:00.000Z,149.99,150.4,147.48,148.43,63245197,146.784352005,147.1855893163,144.3279967578,145.2576929669,63245197,0.0,1.0
472,2021-11-15T00:00:00.000Z,150.0,151.88,149.43,150.37,59222803,146.7941382809,148.6339581474,146.2363205554,147.1562304887,59222803,0.0,1.0
473,2021-11-16T00:00:00.000Z,151.0,151.488,149.34,149.94,59256210,147.7727658695,148.2503361327,146.1482440725,146.7354206256,59256210,0.0,1.0
474,2021-11-17T00:00:00.000Z,153.49,155.0,150.99,150.995,88807000,150.2095485649,151.6872762236,147.7629795936,147.7678727315,88807000,0.0,1.0
475,2021-11-18T00:00:00.000Z,157.87,158.67,153.05,153.71,137827673,154.4959374027,155.2788394735,149.778952426,150.4248466344,137827673,0.0,1.0
476,2021-11-19T00:00:00.000Z,160.55,161.02,156.5328,157.65,117305597,157.11865934,157.5786143066,153.1873165913,154.2806393332,117305597,0.0,1.0
477,2021-11-22T00:00:00.000Z,161.02,165.7,161.0,161.68,117467889,157.5786143066,162.158591421,157.5590417548,158.2245085151,117467889,0.0,1.0
478,2021-11-23T00:00:00.000Z,161.41,161.8,159.0601,161.12,96041899,157.9602790661,158.3419438257,155.6606020958,157.6764770655,96041899,0.0,1.0
479,2021-11-24T00:00:00.000Z,161.94,162.14,159.64,160.75,69463623,158.4789516881,158.6746772058,156.2281082344,157.3143848577,69463623,0.0,1.0
480,2021-11-26T00:00:00.000Z,156.81,160.45,156.36,159.565,76959752,153.4585921589,157.0207965811,153.018209744,156.1547111653,76959752,0.0,1.0
481,2021-11-29T00:00:00.000Z,160.24,161.19,158.7901,159.37,88748217,156.8152847876,157.7449809967,155.3963726469,155.9638787855,88748217,0.0,1.0
482,2021-11-30T00:00:00.000Z,165.3,165.52,159.92,159.985,174048056,161.7671403856,161.982438455,156.5021239592,156.5657347525,174048056,0.0,1.0
483,2021-12-01T00:00:00.000Z,164.77,170.3,164.53,167.48,152423003,161.2484677636,166.6602783283,161.0135971424,163.9005485286,152423003,0.0,1.0
484,2021-12-02T00:00:00.000Z,163.76,164.2,157.8,158.735,136739174,160.2600538992,160.6906500382,154.4274334715,155.3424502668,136739174,0.0,1.0
